datetime,open,high,low,close,volume,spread,real_volume
2022-03-08 22:45:00+00:00,2032.18,2039.49,2028.86,2039.43,6711,0,0
2022-03-08 23:00:00+00:00,2039.43,2043.31,2032.38,2040.49,5550,0,0
2022-03-08 23:15:00+00:00,2040.49,2048.87,2039.82,2048.07,4504,0,0
2022-03-08 23:30:00+00:00,2048.1,2050.86,2048.04,2049.7,4678,0,0
2022-03-08 23:45:00+00:00,2049.69,2053.18,2049.07,2051.07,5355,0,0
2022-03-09 00:00:00+00:00,2051.12,2051.89,2049.55,2049.84,2512,0,0
2022-03-09 00:15:00+00:00,2049.86,2052.09,2049.68,2052.05,1041,0,0
2022-03-09 00:30:00+00:00,2052.06,2052.99,2049.88,2052.75,908,0,0
2022-03-09 00:45:00+00:00,2052.76,2054.1,2050.25,2050.28,745,0,0
2022-03-09 01:30:00+00:00,2050.45,2050.45,2050.45,2050.45,15,40,0
2022-03-09 01:45:00+00:00,2050.45,2050.45,2050.45,2050.45,15,40,0
2022-03-09 02:00:00+00:00,2050.76,2051.8,2049.02,2049.44,1261,0,0
2022-03-09 02:15:00+00:00,2049.43,2050.48,2048.17,2048.27,896,0,0
2022-03-09 02:30:00+00:00,2048.27,2048.28,2045.86,2046.02,848,0,0
2022-03-09 02:45:00+00:00,2046.02,2046.09,2042.68,2043.72,1745,0,0
2022-03-09 03:00:00+00:00,2043.74,2046.57,2043.74,2044.02,1731,0,0
2022-03-09 03:15:00+00:00,2044.0,2044.16,2039.01,2039.37,1502,0,0
2022-03-09 03:30:00+00:00,2039.37,2040.66,2035.02,2038.42,2248,0,0
2022-03-09 03:45:00+00:00,2038.51,2040.52,2038.12,2038.46,1389,0,0
2022-03-09 04:00:00+00:00,2038.5,2040.45,2036.22,2040.37,3389,0,0
2022-03-09 04:15:00+00:00,2040.37,2045.69,2039.54,2040.67,3212,0,0
2022-03-09 04:30:00+00:00,2040.71,2042.13,2037.48,2037.98,5793,0,0
2022-03-09 04:45:00+00:00,2038.03,2042.79,2037.92,2041.86,4048,0,0
2022-03-09 05:00:00+00:00,2041.86,2046.78,2040.33,2044.75,4951,0,0
2022-03-09 05:15:00+00:00,2044.74,2048.84,2044.74,2048.76,4169,0,0
2022-03-09 05:30:00+00:00,2048.8,2050.93,2046.22,2050.33,3217,0,0
2022-03-09 05:45:00+00:00,2050.33,2055.01,2048.49,2052.59,3192,0,0
2022-03-09 06:00:00+00:00,2052.59,2054.4,2050.33,2054.07,3445,0,0
2022-03-09 06:15:00+00:00,2054.1,2055.74,2051.94,2054.35,4770,0,0
2022-03-09 06:30:00+00:00,2054.34,2057.44,2052.52,2056.77,3264,0,0
2022-03-09 06:45:00+00:00,2056.77,2057.52,2054.31,2056.83,1950,0,0
2022-03-09 07:00:00+00:00,2056.81,2057.4,2054.88,2055.59,2620,0,0
2022-03-09 07:15:00+00:00,2055.59,2059.07,2053.75,2053.82,2365,0,0
2022-03-09 07:30:00+00:00,2053.84,2054.28,2051.83,2052.64,1758,0,0
2022-03-09 07:45:00+00:00,2052.6,2053.55,2051.31,2051.62,1365,0,0
