strategy_name,timeframe,direction,max_holding_bars,total_signals,suggested_stop_loss_atr,suggested_take_profit_atr,trend_potential_score,p75_mae_atr,p90_mfe_atr,reached_5r_rate,reached_8r_rate,average_close_pnl_at_horizon_atr,median_bars_to_mfe,notes
ema_50_150,H1,short,120,231,5.0,13.5,6.852,9.575440271901911,13.673638371473382,0.47186147186147187,0.2943722943722944,-0.44988372195284665,51.0,strong trend potential; wide stop needed
ema_50_150,H1,short,240,231,5.0,18.0,5.071,14.125899332415504,17.88149847663116,0.6190476190476191,0.4069264069264069,-1.8012085480810691,89.0,strong trend potential; wide stop needed
ema_50_150,H1,short,480,231,5.0,20.0,5.833,19.951443068836294,26.949947497534687,0.70995670995671,0.5541125541125541,-3.664887617380322,184.0,strong trend potential; wide stop needed
ema_50_150,H4,long,12,59,3.0,4.5,1.787,3.0071885015162207,4.32196710786872,0.05084745762711865,0.0,0.13444758769202234,6.0,wide stop needed
ema_50_150,H4,long,24,59,4.0,7.0,5.152,4.214824798485781,7.062287299611752,0.22033898305084745,0.0847457627118644,0.4574232443299859,13.0,strong trend potential; wide stop needed
ema_50_150,H4,long,48,59,5.0,9.5,6.146,6.336664579242544,9.675123989169348,0.3389830508474576,0.2033898305084746,0.11576371241777482,23.0,strong trend potential; wide stop needed
ema_50_150,H4,long,72,59,5.0,17.5,15.543,6.795224653099328,17.251174298865354,0.423728813559322,0.22033898305084745,1.035126919123335,34.0,strong trend potential; wide stop needed
ema_50_150,H4,long,120,59,5.0,20.0,24.05,8.479563342706362,22.16541350796023,0.576271186440678,0.4067796610169492,2.8092419505689747,63.0,strong trend potential; wide stop needed
ema_50_150,H4,long,240,59,5.0,20.0,41.921,12.022367724297258,33.15020846900384,0.7288135593220338,0.6271186440677966,7.057640500449326,177.0,strong trend potential; wide stop needed; long holding preferred
ema_50_150,H4,short,12,60,2.5,5.5,4.038,2.702132363558954,5.649948434471523,0.11666666666666667,0.03333333333333333,0.21161532869715727,6.0,wide stop needed
ema_50_150,H4,short,24,60,3.5,8.0,7.235,3.444530806592163,7.883489835823287,0.23333333333333334,0.1,0.6311942563105993,11.0,strong trend potential; wide stop needed
ema_50_150,H4,short,48,60,5.0,8.0,4.663,5.05897612135093,7.912200552575846,0.2833333333333333,0.1,0.038425824000040604,17.0,strong trend potential; wide stop needed
ema_50_150,H4,short,72,60,5.0,9.5,4.216,6.196547067711952,9.582837876405447,0.43333333333333335,0.15,-0.9019714042155547,23.0,strong trend potential; wide stop needed; short holding preferred
ema_50_150,H4,short,120,60,5.0,14.0,4.328,8.947612644347709,14.236621870570028,0.5,0.3,-2.38072029967014,31.0,strong trend potential; wide stop needed; short holding preferred
ema_50_150,H4,short,240,60,5.0,16.5,-5.302,17.817076329692398,16.348369320344187,0.6,0.4,-4.316792495631719,72.5,strong trend potential; wide stop needed; short holding preferred
ema_50_200,H1,long,24,200,3.5,6.0,3.612,3.6489320855957166,5.935900478251384,0.17,0.05,0.1722833290141091,12.0,wide stop needed
ema_50_200,H1,long,48,200,5.0,9.0,6.954,5.356390022092541,9.024459717902223,0.34,0.15,0.5131955044242824,25.5,strong trend potential; wide stop needed
ema_50_200,H1,long,72,200,5.0,11.0,8.403,6.798678077825185,11.117275355770783,0.45,0.215,0.4970824911639999,40.0,strong trend potential; wide stop needed
ema_50_200,H1,long,120,199,5.0,13.5,10.93,8.531057249731607,13.492860006474707,0.5477386934673367,0.34673366834170855,0.8482954410354767,59.0,strong trend potential; wide stop needed
ema_50_200,H1,long,240,199,5.0,20.0,19.184,11.749472320833338,22.420920130401914,0.6934673366834171,0.5226130653266332,1.3013815723881372,135.0,strong trend potential; wide stop needed
ema_50_200,H1,long,480,199,5.0,20.0,30.942,17.315322212135253,34.89549229638131,0.7788944723618091,0.6582914572864321,3.1481503664574895,256.0,strong trend potential; wide stop needed
ema_50_200,H1,short,24,201,3.5,5.5,2.665,3.373327258025023,5.38518231515886,0.15920398009950248,0.029850746268656716,-0.08152790239604472,11.0,wide stop needed
ema_50_200,H1,short,48,200,5.0,7.5,3.427,5.259257829476799,7.548510690940041,0.28,0.085,-0.2460222347825676,19.5,strong trend potential; wide stop needed
ema_50_200,H1,short,72,200,5.0,10.5,5.994,6.5236905770353175,10.66234725730373,0.395,0.17,-0.372357688209842,31.5,strong trend potential; wide stop needed
ema_50_200,H1,short,120,200,5.0,14.0,8.223,8.538215701953709,14.015685068636577,0.48,0.285,-0.4422685213141589,55.5,strong trend potential; wide stop needed
ema_50_200,H1,short,240,200,5.0,19.0,8.153,13.826166808893998,19.118562001325564,0.635,0.425,-1.1147910748916863,92.0,strong trend potential; wide stop needed
ema_50_200,H1,short,480,200,5.0,20.0,8.122,19.220993561594042,26.783471321810264,0.73,0.57,-2.8902016490355504,196.5,strong trend potential; wide stop needed
ema_50_200,H4,long,12,53,3.0,4.0,1.477,2.9687502244698543,4.16280582185128,0.07547169811320754,0.0,-0.009676516545405255,7.0,wide stop needed
ema_50_200,H4,long,24,53,5.0,7.5,3.822,4.910622237974426,7.509751763945892,0.22641509433962265,0.09433962264150944,-0.12417141796139741,12.0,strong trend potential; wide stop needed
ema_50_200,H4,long,48,53,5.0,9.5,6.162,6.516534635960771,9.599595476814104,0.32075471698113206,0.22641509433962265,0.21872368718748783,18.0,strong trend potential; wide stop needed
ema_50_200,H4,long,72,53,5.0,17.5,16.842,6.904352359880827,17.59384133654955,0.39622641509433965,0.24528301886792453,1.5481021142098013,32.0,strong trend potential; wide stop needed
ema_50_200,H4,long,120,53,5.0,20.0,26.327,9.511735997013758,25.257562032123918,0.5660377358490566,0.39622641509433965,2.9700054969687035,72.0,strong trend potential; wide stop needed
ema_50_200,H4,long,240,53,5.0,20.0,41.72,12.177319869267578,33.99174272398223,0.6792452830188679,0.5849056603773585,6.839658097868707,182.0,strong trend potential; wide stop needed; long holding preferred
ema_50_200,H4,short,12,54,2.0,5.0,3.421,2.221638329701734,4.8363865502557735,0.09259259259259259,0.018518518518518517,0.16242441329715276,7.0,neutral profile
ema_50_200,H4,short,24,54,3.0,6.5,4.795,3.1705646707621433,6.4628621914196795,0.2037037037037037,0.037037037037037035,0.23274171332901575,14.0,wide stop needed
ema_50_200,H4,short,48,54,5.0,7.0,1.385,5.4892042999179935,7.16519706423215,0.2962962962962963,0.07407407407407407,-0.9604238540491686,18.5,wide stop needed
ema_50_200,H4,short,72,54,5.0,9.0,1.166,6.908447436333061,8.766357816862476,0.3333333333333333,0.1111111111111111,-1.345771188642246,19.0,strong trend potential; wide stop needed; short holding preferred
ema_50_200,H4,short,120,54,5.0,12.0,2.042,8.909816455232345,12.19338715267421,0.42592592592592593,0.2777777777777778,-2.3058835708458676,38.5,strong trend potential; wide stop needed; short holding preferred
ema_50_200,H4,short,240,54,5.0,16.5,-6.733,18.677677712885227,16.527310532508555,0.5185185185185185,0.3888888888888889,-4.495102061557668,83.0,strong trend potential; wide stop needed
supertrend_10_2,H1,long,24,1469,4.0,6.0,3.837,3.779447388298597,6.237076149053225,0.16473791695030632,0.049693669162695714,0.21088468082172634,11.0,wide stop needed
supertrend_10_2,H1,long,48,1469,5.0,9.0,6.674,5.536928565269754,9.182791668094014,0.32539142273655547,0.1415929203539823,0.438463243563199,24.0,strong trend potential; wide stop needed
supertrend_10_2,H1,long,72,1468,5.0,11.5,9.17,6.864150312372809,11.595903078734258,0.42915531335149865,0.2268392370572207,0.6803743592073203,36.0,strong trend potential; wide stop needed
supertrend_10_2,H1,long,120,1467,5.0,15.0,13.161,8.569055313301604,15.001832510606175,0.5528289025221541,0.3565098841172461,1.1887874081362695,61.0,strong trend potential; wide stop needed
supertrend_10_2,H1,long,240,1465,5.0,20.0,20.804,11.706463946696202,22.4771007181666,0.6819112627986348,0.5167235494880547,2.102579915528778,132.0,strong trend potential; wide stop needed
supertrend_10_2,H1,long,480,1461,5.0,20.0,38.342,16.08596617075028,38.3719056119153,0.784394250513347,0.6522929500342232,4.502469959425424,263.0,strong trend potential; wide stop needed
supertrend_10_2,H1,short,24,1470,4.0,6.0,2.059,4.04456746708944,5.921175824352702,0.1523809523809524,0.04353741496598639,-0.34424613247947683,9.0,wide stop needed
supertrend_10_2,H1,short,48,1469,5.0,8.5,2.935,6.086672145390156,8.354932965656186,0.29339686861810754,0.11436351259360109,-0.5963628947607164,21.0,strong trend potential; wide stop needed
supertrend_10_2,H1,short,72,1468,5.0,9.5,2.987,7.783409764828248,9.724210364861188,0.3821525885558583,0.17779291553133514,-0.7746116832892147,30.0,strong trend potential; wide stop needed
supertrend_10_2,H1,short,120,1467,5.0,13.0,3.558,10.241563579170663,12.857507048237004,0.48193592365371507,0.2719836400817996,-1.3089508583189475,48.0,strong trend potential; wide stop needed
supertrend_10_2,H1,short,240,1466,5.0,18.5,3.634,15.037260662154491,18.431642614626483,0.597544338335607,0.4147339699863574,-2.3197042527745744,92.0,strong trend potential; wide stop needed
supertrend_10_2,H1,short,480,1461,5.0,20.0,0.663,22.6784542425735,26.51009800776151,0.7002053388090349,0.5441478439425051,-4.617100199385666,175.0,strong trend potential; wide stop needed
supertrend_10_2,H4,long,12,382,2.5,4.0,2.275,2.392995614340194,4.015820774577476,0.05235602094240838,0.005235602094240838,0.2055843453335176,7.0,neutral profile
supertrend_10_2,H4,long,24,382,3.0,6.0,4.624,3.233564367616085,5.872504240285326,0.18324607329842932,0.031413612565445025,0.5317758658101903,14.0,wide stop needed
supertrend_10_2,H4,long,48,381,5.0,9.5,8.7,4.881616674994409,9.513791595846117,0.3464566929133858,0.15485564304461943,0.8762185957429981,25.0,strong trend potential; wide stop needed
supertrend_10_2,H4,long,72,381,5.0,13.0,12.038,6.148713814600818,13.068491765073112,0.4304461942257218,0.22572178477690288,1.0212148039311075,39.0,strong trend potential; wide stop needed
supertrend_10_2,H4,long,120,380,5.0,17.5,17.665,7.821444330170415,17.35735976406777,0.5447368421052632,0.32894736842105265,1.9881110714268377,64.5,strong trend potential; wide stop needed
supertrend_10_2,H4,long,240,377,5.0,20.0,31.547,10.726709767197294,27.463879665027157,0.6896551724137931,0.5225464190981433,4.458110121300795,128.0,strong trend potential; wide stop needed
supertrend_10_2,H4,short,12,383,2.5,4.0,1.007,2.5642339600625093,3.8135569241789877,0.0391644908616188,0.007832898172323759,-0.22301169217700534,5.0,wide stop needed; weak upside
supertrend_10_2,H4,short,24,382,4.0,5.5,1.675,3.7920993037797417,5.320793233203061,0.12041884816753927,0.02617801047120419,-0.2463206654860308,11.0,wide stop needed
supertrend_10_2,H4,short,48,382,5.0,8.0,2.799,5.742107593577336,7.858199220178025,0.2591623036649215,0.09424083769633508,-0.45959593751059985,21.0,strong trend potential; wide stop needed
supertrend_10_2,H4,short,72,382,5.0,9.5,3.472,6.657330810645802,9.51884106339676,0.34293193717277487,0.14921465968586387,-0.8282655454360285,28.0,strong trend potential; wide stop needed
supertrend_10_2,H4,short,120,380,5.0,13.5,3.747,9.83136330498329,13.640271150537284,0.4473684210526316,0.23684210526315788,-1.6363336937942081,48.5,strong trend potential; wide stop needed
supertrend_10_2,H4,short,240,378,5.0,17.0,-2.619,15.879752654448234,16.752050316421947,0.5661375661375662,0.36243386243386244,-3.9652799841533715,81.0,strong trend potential; wide stop needed
supertrend_10_2.5,H1,long,24,1075,3.5,6.5,3.95,3.7317180815866076,6.384702582528198,0.15534883720930232,0.04744186046511628,0.19550914216401796,11.0,wide stop needed
supertrend_10_2.5,H1,long,48,1075,5.0,9.0,6.274,5.669305139140954,9.045894351929592,0.3125581395348837,0.13116279069767442,0.4302183433157885,25.0,strong trend potential; wide stop needed
supertrend_10_2.5,H1,long,72,1075,5.0,11.5,9.133,6.764801398384174,11.457619194273002,0.4186046511627907,0.2213953488372093,0.7185192338314244,37.0,strong trend potential; wide stop needed
supertrend_10_2.5,H1,long,120,1074,5.0,14.5,12.921,8.566332394381195,14.744519797297563,0.5363128491620112,0.3472998137802607,1.2567857800555118,60.5,strong trend potential; wide stop needed
supertrend_10_2.5,H1,long,240,1073,5.0,20.0,20.65,11.470057994219557,22.343981591807445,0.6812674743709226,0.5125815470643057,1.9879986544206518,135.0,strong trend potential; wide stop needed
supertrend_10_2.5,H1,long,480,1069,5.0,20.0,38.698,15.80236790818625,38.554044994260174,0.774555659494855,0.6538821328344246,4.462400917230848,260.0,strong trend potential; wide stop needed
supertrend_10_2.5,H1,short,24,1076,4.0,6.0,1.965,3.9748050855458903,5.79564176276277,0.14312267657992564,0.04275092936802974,-0.3423320647216393,8.0,wide stop needed
supertrend_10_2.5,H1,short,48,1076,5.0,8.5,3.321,5.8156217128846786,8.307510972078177,0.2825278810408922,0.11059479553903345,-0.4824930102052152,21.0,strong trend potential; wide stop needed
supertrend_10_2.5,H1,short,72,1075,5.0,9.5,3.176,7.563551576830191,9.743058265303624,0.37116279069767444,0.17116279069767443,-0.7574617647608516,31.0,strong trend potential; wide stop needed
supertrend_10_2.5,H1,short,120,1074,5.0,13.0,3.951,10.084673501315567,12.856824294568574,0.4897579143389199,0.2718808193668529,-1.2057027650719154,49.0,strong trend potential; wide stop needed
supertrend_10_2.5,H1,short,240,1074,5.0,18.0,3.833,14.689368159832242,17.976231001102732,0.6135940409683427,0.4143389199255121,-2.1971453345886283,93.0,strong trend potential; wide stop needed
supertrend_10_2.5,H1,short,480,1070,5.0,20.0,0.66,22.539618695952527,25.537727063783635,0.7205607476635514,0.5485981308411215,-4.255856430719266,185.5,strong trend potential; wide stop needed
supertrend_10_2.5,H4,long,12,285,2.5,4.0,2.507,2.3247573339389893,4.008292534822631,0.0456140350877193,0.007017543859649123,0.29965074226511795,7.0,weak upside
supertrend_10_2.5,H4,long,24,285,3.0,6.0,4.958,3.04468656743165,5.99735843390644,0.15789473684210525,0.03859649122807018,0.5710975966794742,14.0,wide stop needed
supertrend_10_2.5,H4,long,48,284,5.0,9.0,8.721,4.766454459376978,9.113120000150523,0.3591549295774648,0.15845070422535212,0.9936387434623751,24.0,strong trend potential; wide stop needed
supertrend_10_2.5,H4,long,72,284,5.0,12.0,12.306,5.8558142799816375,12.06534724288327,0.45422535211267606,0.2535211267605634,1.3790811725246999,40.5,strong trend potential; wide stop needed
supertrend_10_2.5,H4,long,120,283,5.0,17.5,18.926,7.32953381357091,17.273121128601357,0.5512367491166078,0.3568904593639576,2.318036948205497,66.0,strong trend potential; wide stop needed
supertrend_10_2.5,H4,long,240,281,5.0,20.0,32.218,10.176965192921633,26.83828321232382,0.697508896797153,0.5444839857651246,4.749940574069065,134.0,strong trend potential; wide stop needed
supertrend_10_2.5,H4,short,12,286,2.5,3.5,0.572,2.662993264475098,3.6922140812133453,0.024475524475524476,0.006993006993006993,-0.2983118693639597,5.0,wide stop needed; weak upside
supertrend_10_2.5,H4,short,24,285,4.0,5.5,1.055,3.882926335574616,5.295885636477091,0.11929824561403508,0.021052631578947368,-0.48069517789945715,10.0,wide stop needed
supertrend_10_2.5,H4,short,48,285,5.0,7.5,1.969,6.150276592902598,7.528256089528974,0.2596491228070175,0.0912280701754386,-0.49763661716921326,19.0,strong trend potential; wide stop needed
supertrend_10_2.5,H4,short,72,285,5.0,9.0,1.309,7.271418032647305,8.852938650871042,0.3298245614035088,0.12982456140350876,-1.1856196666152776,29.0,strong trend potential; wide stop needed
supertrend_10_2.5,H4,short,120,284,5.0,12.5,1.927,9.880286406220549,12.324687750322944,0.44366197183098594,0.2112676056338028,-1.7798370878185432,48.0,strong trend potential; wide stop needed
supertrend_10_2.5,H4,short,240,282,5.0,16.0,-4.7,16.674512243483022,16.043607908011367,0.5425531914893617,0.3262411347517731,-4.098624721660715,81.0,strong trend potential; wide stop needed
supertrend_14_2,H1,long,24,1473,3.5,6.0,3.775,3.7375645716679498,6.166986785786772,0.1629327902240326,0.048879837067209775,0.2003286844710164,11.0,wide stop needed
supertrend_14_2,H1,long,48,1473,5.0,9.0,6.683,5.5273552318225665,9.170931326828557,0.32179226069246436,0.1384928716904277,0.46044453446737926,24.0,strong trend potential; wide stop needed
supertrend_14_2,H1,long,72,1472,5.0,11.5,9.265,6.83575689476171,11.563514479235026,0.42459239130434784,0.22554347826086957,0.7426526342437562,36.0,strong trend potential; wide stop needed
supertrend_14_2,H1,long,120,1471,5.0,15.0,13.279,8.538342490857364,14.976945074869555,0.5540448674371176,0.35622025832766824,1.243693688762899,62.0,strong trend potential; wide stop needed
supertrend_14_2,H1,long,240,1469,5.0,20.0,21.151,11.52035790448703,22.553234103350313,0.6807351940095303,0.517358747447243,2.145287783671511,132.0,strong trend potential; wide stop needed
supertrend_14_2,H1,long,480,1465,5.0,20.0,38.545,15.94655769820576,38.35573553842453,0.7829351535836178,0.6525597269624573,4.544468487993702,263.0,strong trend potential; wide stop needed
supertrend_14_2,H1,short,24,1474,4.0,6.0,2.0,4.04456746708944,5.879238952578184,0.15264586160108548,0.042740841248303935,-0.3508382174138219,8.0,wide stop needed
supertrend_14_2,H1,short,48,1473,5.0,8.5,2.871,6.067934639204711,8.267171689748032,0.28852681602172436,0.11337406653088934,-0.5811965389103061,21.0,strong trend potential; wide stop needed
supertrend_14_2,H1,short,72,1472,5.0,9.5,2.835,7.783409764828248,9.6710042789267,0.3797554347826087,0.17459239130434784,-0.809693053693769,30.0,strong trend potential; wide stop needed
supertrend_14_2,H1,short,120,1471,5.0,12.5,3.304,10.247012097362653,12.740182577100002,0.47926580557443915,0.2685248130523453,-1.358923432864359,47.0,strong trend potential; wide stop needed
supertrend_14_2,H1,short,240,1470,5.0,18.5,3.546,15.051613746825812,18.41270355347667,0.5952380952380952,0.4122448979591837,-2.334881535263853,92.0,strong trend potential; wide stop needed
supertrend_14_2,H1,short,480,1465,5.0,20.0,0.095,22.822595150845064,26.188809399155463,0.6996587030716723,0.5406143344709897,-4.656948533771439,174.0,strong trend potential; wide stop needed
supertrend_14_2,H4,long,12,377,2.5,4.0,2.414,2.380511791421237,4.067964293356115,0.050397877984084884,0.005305039787798408,0.24662526375356156,7.0,neutral profile
supertrend_14_2,H4,long,24,377,3.0,6.0,4.771,3.1910153350775983,5.92236566751252,0.1883289124668435,0.03183023872679045,0.5475750553555925,14.0,wide stop needed
supertrend_14_2,H4,long,48,376,5.0,9.5,8.517,4.8569334243781865,9.412787366422787,0.3617021276595745,0.15159574468085107,0.8023087376617184,25.0,strong trend potential; wide stop needed
supertrend_14_2,H4,long,72,376,5.0,12.5,11.434,6.21886694052229,12.401568862880511,0.4441489361702128,0.23138297872340424,1.0433391489791253,39.0,strong trend potential; wide stop needed
supertrend_14_2,H4,long,120,375,5.0,17.0,17.154,7.893544597214401,16.79699300344226,0.5573333333333333,0.3333333333333333,2.0105839783636146,65.0,strong trend potential; wide stop needed
supertrend_14_2,H4,long,240,372,5.0,20.0,31.134,10.701313743620775,27.00460379824641,0.6989247311827957,0.532258064516129,4.420871826802412,131.0,strong trend potential; wide stop needed
supertrend_14_2,H4,short,12,378,2.5,4.0,1.039,2.5033142834531605,3.797206511219603,0.03968253968253968,0.007936507936507936,-0.2304163589108241,5.0,wide stop needed; weak upside
supertrend_14_2,H4,short,24,377,4.0,5.5,1.726,3.7653232526232436,5.332537150849566,0.1220159151193634,0.026525198938992044,-0.2442989449550005,11.0,wide stop needed
supertrend_14_2,H4,short,48,377,5.0,8.0,2.851,5.841107133665729,7.843393853024367,0.26525198938992045,0.09283819628647215,-0.3844798427870846,21.0,strong trend potential; wide stop needed
supertrend_14_2,H4,short,72,377,5.0,9.5,3.397,6.816471114737011,9.511747612907827,0.35013262599469497,0.14854111405835543,-0.7951501160034976,29.0,strong trend potential; wide stop needed
supertrend_14_2,H4,short,120,375,5.0,13.5,3.41,9.89560118737411,13.258930502610509,0.4533333333333333,0.23733333333333334,-1.5953286375766553,48.0,strong trend potential; wide stop needed
supertrend_14_2,H4,short,240,373,5.0,16.5,-2.636,15.886697443733668,16.656723467648547,0.5603217158176944,0.3512064343163539,-3.877284752096432,78.0,strong trend potential; wide stop needed; short holding preferred
supertrend_14_2.5,H1,long,24,1071,4.0,6.5,3.822,3.7516919397219315,6.320349325223048,0.1531279178338002,0.04668534080298786,0.18042458771236997,11.0,wide stop needed
supertrend_14_2.5,H1,long,48,1071,5.0,9.0,6.208,5.6109302166627995,9.049580341396817,0.31092436974789917,0.13165266106442577,0.367910301834801,25.0,strong trend potential; wide stop needed
supertrend_14_2.5,H1,long,72,1069,5.0,11.5,8.936,6.736067847925442,11.285722113523986,0.41908325537885877,0.21983161833489243,0.6955115592405627,37.0,strong trend potential; wide stop needed
supertrend_14_2.5,H1,long,120,1069,5.0,14.5,12.376,8.566790696276273,14.46070515452471,0.5332086061739943,0.33956969130028064,1.156089019934085,61.0,strong trend potential; wide stop needed
supertrend_14_2.5,H1,long,240,1068,5.0,20.0,19.831,11.480793788056847,21.733573487617452,0.6769662921348315,0.5056179775280899,1.9182413379726841,133.0,strong trend potential; wide stop needed
supertrend_14_2.5,H1,long,480,1064,5.0,20.0,37.519,15.704711342179099,37.38386719329482,0.775375939849624,0.6513157894736842,4.415170947430457,260.5,strong trend potential; wide stop needed
supertrend_14_2.5,H1,short,24,1072,4.0,6.0,2.168,3.918202776523331,5.875054583437385,0.14738805970149255,0.04291044776119403,-0.31787000935765436,8.0,wide stop needed
supertrend_14_2.5,H1,short,48,1071,5.0,8.0,3.09,5.810741720300991,8.1888817560573,0.2801120448179272,0.10644257703081232,-0.5238479736598136,22.0,strong trend potential; wide stop needed
supertrend_14_2.5,H1,short,72,1070,5.0,9.5,3.202,7.492852547636161,9.60461696723891,0.36728971962616824,0.16728971962616823,-0.691229914584785,31.0,strong trend potential; wide stop needed
supertrend_14_2.5,H1,short,120,1069,5.0,12.5,4.073,9.9710477859534,12.721682023758303,0.4883068288119738,0.2637979420018709,-1.1069996790472456,50.0,strong trend potential; wide stop needed
supertrend_14_2.5,H1,short,240,1069,5.0,18.0,4.254,14.273787624410783,17.82499767631021,0.6145930776426567,0.4097287184284378,-2.106750936771103,95.0,strong trend potential; wide stop needed
supertrend_14_2.5,H1,short,480,1065,5.0,20.0,0.943,21.861326679957156,25.37860617697665,0.723943661971831,0.5483568075117371,-4.380297618774159,182.0,strong trend potential; wide stop needed
supertrend_14_2.5,H4,long,12,288,2.5,4.0,2.335,2.385679563299951,4.061904838789108,0.04513888888888889,0.006944444444444444,0.21810905247884543,7.0,weak upside
supertrend_14_2.5,H4,long,24,288,3.0,5.5,4.178,3.1346797449280186,5.598520501400554,0.14930555555555555,0.034722222222222224,0.4544906471037492,13.0,wide stop needed
supertrend_14_2.5,H4,long,48,287,5.0,9.0,8.0,4.87555076410673,9.067198821675927,0.34146341463414637,0.14982578397212543,0.7717081307650282,24.0,strong trend potential; wide stop needed
supertrend_14_2.5,H4,long,72,287,5.0,12.0,11.298,6.308796663857365,11.934224924976363,0.43902439024390244,0.24390243902439024,1.226694715421356,40.0,strong trend potential; wide stop needed
supertrend_14_2.5,H4,long,120,286,5.0,17.0,17.774,7.508993297614235,17.01675441926403,0.5314685314685315,0.34265734265734266,2.0424344324162482,64.0,strong trend potential; wide stop needed
supertrend_14_2.5,H4,long,240,284,5.0,20.0,31.381,10.260460550913916,26.65632720105738,0.6830985915492958,0.5246478873239436,4.552284284265336,133.5,strong trend potential; wide stop needed
supertrend_14_2.5,H4,short,12,289,2.5,3.5,0.895,2.617766035518259,3.7381097139191652,0.031141868512110725,0.006920415224913495,-0.19577206286577395,5.0,wide stop needed; weak upside
supertrend_14_2.5,H4,short,24,288,4.0,5.5,1.514,3.8016054695550237,5.352472996352375,0.13194444444444445,0.027777777777777776,-0.3655988985422349,10.0,wide stop needed
supertrend_14_2.5,H4,short,48,288,5.0,8.0,2.949,6.0104976811970126,7.942963246746866,0.2777777777777778,0.09722222222222222,-0.33873475673316417,19.0,strong trend potential; wide stop needed
supertrend_14_2.5,H4,short,72,288,5.0,9.0,1.784,7.29028757600176,8.82315141642559,0.3472222222222222,0.13541666666666666,-0.9750973553108552,30.0,strong trend potential; wide stop needed
supertrend_14_2.5,H4,short,120,287,5.0,12.5,2.833,9.29314539652044,12.315718983806645,0.4564459930313589,0.21951219512195122,-1.6659793923579607,48.0,strong trend potential; wide stop needed
supertrend_14_2.5,H4,short,240,285,5.0,16.0,-3.163,15.719917171631398,16.15647766938135,0.5508771929824562,0.3368421052631579,-3.9118906921995276,82.0,strong trend potential; wide stop needed
